timestamp_board_ms,timestamp_server_ms,seq_id,lat,lon,alt_m,rssi_dbm,gnss_fix_type,hpl_m
21019,21117,1055,51.108821,17.040195,121.6,-82,4,1.34
21429,21529,1056,51.108828,17.040198,121.7,-78,4,0.92
21844,21971,1057,51.10878,17.040137,122.3,-85,4,1.0
22258,22420,1058,51.108717,17.040121,122.1,-84,4,0.81
22645,22846,1059,51.108732,17.040213,122.0,-87,3,5.93
23041,23142,1060,51.108892,17.040194,122.1,-73,4,1.33
23446,23700,1061,51.1089,17.040142,122.2,-79,4,1.93
23860,23985,1062,51.108843,17.040204,122.2,-79,4,1.62
24253,24391,1063,51.108818,17.04028,122.7,-72,3,5.44
24650,24753,1064,51.108854,17.040254,122.7,-72,4,1.53
25034,25087,1065,51.108931,17.040351,122.8,-73,3,4.67
25416,25615,1066,51.108947,17.04018,122.5,-72,3,5.16
25828,26015,1067,51.109007,17.040363,122.6,-69,4,1.99
26248,26373,1068,51.108948,17.04029,122.5,-89,4,1.94
26647,26790,1069,51.108974,17.040295,122.5,-84,4,1.06
27062,27234,1070,51.109059,17.040253,122.7,-76,4,1.63
27468,27542,1071,51.108912,17.040365,122.8,-89,4,1.62
27858,27971,1072,51.109051,17.040262,123.0,-84,4,1.54
28263,28455,1073,51.109034,17.040406,122.7,-80,4,1.47
28687,28771,1074,51.109102,17.040301,122.6,-83,4,0.92
29086,29982,1075,51.109108,17.04032,123.0,-81,3,6.16
29509,29590,1076,51.109064,17.040339,122.5,-91,4,2.06
29870,30038,1077,51.109089,17.040375,122.9,-82,4,1.68
30283,30421,1078,51.109015,17.040469,123.0,-80,4,1.17
30684,30757,1079,51.109184,17.040508,122.9,-69,4,1.19
31079,31302,1080,51.109174,17.040413,122.8,-84,4,1.65
31481,31585,1083,51.109248,17.040453,123.0,-87,4,1.37
31851,31952,1084,51.109174,17.040491,123.5,-76,4,1.42
32248,32399,1085,51.109255,17.040461,123.3,-107,4,0.88
32653,32874,1086,51.109171,17.040511,123.4,-84,4,0.99
33075,33168,1087,51.109105,17.0405,123.0,-86,4,1.35
33467,33610,1088,51.109252,17.040498,123.3,-79,4,1.78
33855,34021,1089,51.109244,17.040451,123.4,-72,4,0.87
34248,34432,1090,51.109235,17.04054,123.4,-69,4,1.27
34661,34811,1091,51.109348,17.040592,123.5,-80,4,1.77
35066,35186,1092,51.109379,17.040516,123.5,-94,4,1.91
35458,35558,1093,51.10934,17.040467,123.3,-86,4,1.07
35866,36010,1094,51.109341,17.040561,123.7,-85,4,1.82
36268,36359,1095,51.109369,17.040663,123.7,-79,4,2.14
36682,36725,1096,51.109348,17.040659,123.9,-81,4,2.07
37072,37238,1097,51.109425,17.04058,123.9,-87,4,1.91
37467,37667,1098,51.109335,17.040643,123.8,-92,3,6.33
37861,37915,1101,51.109374,17.040662,123.5,-88,4,1.13
38239,38332,1102,51.109403,17.040716,123.5,-89,4,1.69
38643,38822,1103,51.109485,17.040575,123.8,-69,3,5.44
39047,39365,1104,51.109458,17.04061,124.0,-88,4,1.37
39447,39588,1105,51.109557,17.040573,124.0,-81,4,1.49
39844,39948,1106,51.109544,17.040651,124.0,-74,3,5.73
40222,40352,1107,51.109479,17.040748,123.9,-80,4,2.13
40616,40858,1108,51.109566,17.040678,124.4,-90,4,1.21
41011,41119,1109,51.109529,17.040651,124.1,-74,4,1.14
41399,41500,1110,51.109589,17.040738,124.1,-79,4,1.64
41797,41912,1111,51.109623,17.04075,124.0,-99,4,0.98
42203,42298,1112,51.109651,17.040697,123.9,-72,4,1.62
42631,42778,1113,51.10962,17.040733,124.0,-75,4,0.92
43034,43302,1114,51.109705,17.040776,124.0,-79,4,1.49
43437,44477,1115,51.109663,17.040817,124.3,-68,4,1.67
43836,43962,1116,51.109662,17.040757,124.3,-75,4,0.9
44208,45248,1117,51.109655,17.040761,124.3,-72,4,1.09
44607,44681,1118,51.109654,17.040906,124.5,-73,4,1.27
45008,45207,1119,51.109721,17.040807,124.8,-75,3,3.52
45445,45580,1120,51.10972,17.040844,124.3,-96,4,1.75
45842,45972,1121,51.109743,17.040874,124.4,-95,4,1.54
46247,46749,1122,51.109769,17.040763,124.1,-75,3,5.62
46646,46803,1123,51.109772,17.040861,124.6,-72,4,1.43
47029,47132,1124,51.109875,17.04079,124.6,-87,4,0.82
47446,47564,1125,51.109763,17.040876,124.8,-90,4,1.88
47857,48078,1126,51.109825,17.040961,124.7,-79,4,0.86
48269,48415,1127,51.109807,17.040853,124.6,-93,3,4.26
48655,48733,1128,51.10971,17.04083,124.8,-83,4,1.56
49076,49278,1129,51.109838,17.041018,124.9,-84,4,1.54
49455,50365,1130,51.109816,17.040876,124.5,-83,4,1.79
49864,50160,1131,51.109874,17.040868,125.1,-66,4,2.0
50297,50512,1132,51.10989,17.041034,125.2,-87,3,5.02
50682,50799,1133,51.109925,17.040904,125.1,-81,4,1.56
51074,51307,1134,51.109894,17.041056,124.8,-92,4,1.01
51475,51618,1135,51.109914,17.040997,125.0,-74,4,2.03
51867,52063,1136,51.109984,17.041058,125.3,-83,3,5.05
52244,52413,1137,51.109923,17.041013,124.9,-72,4,1.93
52645,52744,1138,51.109886,17.041067,125.3,-101,4,1.75
53029,53137,1139,51.11,17.040977,125.2,-82,4,2.07
53436,53647,1140,51.11006,17.041002,125.2,-80,4,2.06
53823,53945,1141,51.110055,17.040937,125.1,-74,4,0.87
54246,54365,1142,51.110043,17.041101,125.4,-87,4,1.65
54634,54729,1143,51.110111,17.041083,125.4,-75,3,6.23
55029,55194,1144,51.110117,17.041022,125.1,-86,4,0.91
55442,55761,1145,51.11006,17.040995,125.4,-81,4,1.43
55823,55914,1147,51.110103,17.041106,125.6,-74,4,0.94
56226,56367,1148,51.110119,17.041185,125.4,-89,4,1.82
56646,56892,1149,51.110115,17.041104,125.0,-76,3,5.66
57022,57157,1150,51.11019,17.041088,125.5,-79,4,1.6
57425,58132,1151,51.110139,17.041084,125.9,-84,4,1.13
57829,57920,1152,51.110136,17.041203,125.6,-87,4,1.98
58240,58406,1153,51.110045,17.041111,125.9,-98,3,4.89
58622,58751,1154,51.110148,17.041141,125.5,-82,3,4.68
59002,59209,1155,51.110136,17.041221,125.5,-84,4,1.66
59410,60237,1156,51.110214,17.04121,125.8,-76,4,2.01
59814,60208,1159,51.110167,17.041171,125.6,-77,4,1.03
60218,60394,1160,51.110273,17.041163,125.9,-73,4,2.1
60623,60782,1161,51.110312,17.04128,125.8,-73,4,2.13
61013,61164,1162,51.110268,17.041161,126.2,-60,3,4.01
61417,61538,1163,51.110234,17.041216,125.9,-77,4,1.15
61821,61981,1164,51.110311,17.04116,126.0,-88,3,6.19
62210,62334,1165,51.110405,17.041304,126.1,-75,4,1.5
62638,62787,1166,51.110403,17.041231,126.3,-69,4,1.63
63045,64350,1167,51.110267,17.041229,126.4,-78,4,1.98
63427,63520,1168,51.110278,17.041306,126.1,-98,4,0.84
63837,64057,1169,51.110279,17.041211,126.1,-77,4,1.31
64223,64907,1170,51.11032,17.041324,125.8,-87,4,1.94
64634,64767,1171,51.110403,17.041283,126.7,-92,4,1.94
65052,65698,1172,51.110376,17.04125,126.4,-80,4,1.99
65440,65549,1173,51.110375,17.04127,126.5,-94,4,1.04
65854,66089,1174,51.110482,17.041295,126.5,-73,4,1.79
66260,67399,1175,51.110469,17.041316,126.4,-76,4,1.01
66672,66765,1176,51.11037,17.041287,126.5,-82,4,1.9
67101,67215,1177,51.110518,17.041371,126.4,-86,4,1.14
67497,67692,1178,51.110507,17.041305,126.4,-83,4,1.83
67886,68060,1179,51.110521,17.041257,126.3,-90,4,1.44
68273,68400,1180,51.110479,17.04148,126.9,-82,4,2.18
68660,68780,1181,51.110511,17.041403,126.7,-104,4,1.61
69059,69178,1182,51.110434,17.041503,127.0,-81,4,1.69
69464,69560,1183,51.110589,17.041359,127.1,-81,4,1.32
69868,70135,1184,51.110508,17.041444,126.4,-75,4,1.83
70281,70404,1185,51.110527,17.041474,126.9,-79,4,1.49
70681,70908,1186,51.110539,17.041429,126.5,-74,4,0.83
71103,71360,1187,51.110686,17.041375,126.9,-77,4,1.65
71499,71707,1188,51.110575,17.041443,126.9,-73,4,1.96
71940,72057,1189,51.110668,17.041497,126.6,-61,3,5.74
72349,72513,1190,51.110632,17.041504,126.8,-78,4,1.11
72736,72874,1191,51.110604,17.041483,127.0,-80,4,1.65
73120,73217,1192,51.110608,17.041537,127.0,-72,3,3.73
73527,73686,1193,51.110639,17.041544,126.8,-85,4,1.15
73924,74011,1194,51.110679,17.041484,126.9,-82,4,2.11
74335,74560,1195,51.110725,17.041443,126.8,-78,3,5.53
74742,74858,1196,51.110684,17.041538,126.9,-81,4,1.08
75141,75292,1197,51.110694,17.0415,127.1,-81,4,1.17
75528,75684,1198,51.110687,17.041553,127.4,-74,4,1.78
75905,76031,1199,51.110684,17.041622,127.5,-95,4,2.13
76299,76476,1200,51.110692,17.041585,127.7,-65,4,1.79
76712,76827,1201,51.110817,17.041637,127.4,-78,4,1.42
77115,77313,1202,51.110753,17.041531,127.4,-85,4,1.04
77496,77577,1203,51.110769,17.041644,127.5,-68,4,1.45
77899,78046,1204,51.11077,17.041682,127.5,-81,4,1.65
78304,78608,1205,51.110799,17.041611,127.1,-80,3,4.74
78691,78784,1206,51.110845,17.041732,127.9,-83,4,1.51
79093,79199,1207,51.110814,17.041582,127.1,-70,4,0.98
79494,79665,1208,51.110859,17.041602,127.8,-82,4,1.43
79877,80027,1209,51.110933,17.041675,127.6,-86,4,0.93
80283,80444,1210,51.110832,17.041654,127.4,-74,4,0.87
80691,80861,1211,51.110863,17.041622,127.8,-72,4,2.0
81107,81287,1212,51.110929,17.041699,127.7,-69,3,5.16
81523,81741,1213,51.110983,17.041695,127.6,-76,4,1.61
81902,82066,1214,51.110857,17.041656,127.5,-72,4,1.01
82288,82415,1215,51.110846,17.041703,127.5,-84,4,1.17
82696,82879,1217,51.110942,17.041741,127.7,-73,4,1.31
83104,83403,1218,51.110948,17.041681,127.8,-76,4,1.0
83511,84137,1219,51.111,17.041746,127.7,-77,4,0.86
83969,84063,1220,51.111003,17.041685,127.9,-94,3,6.32
84378,84595,1221,51.110985,17.041703,127.8,-85,4,0.82
84795,84928,1222,51.111051,17.041801,128.1,-82,4,0.89
85209,85267,1223,51.110975,17.041785,128.3,-77,3,5.64
85619,85815,1224,51.111031,17.041668,128.1,-62,4,1.19
86014,86127,1225,51.11097,17.041752,128.1,-75,4,1.81
86426,86561,1226,51.11104,17.041804,128.0,-88,3,5.08
86814,86973,1227,51.11098,17.041795,128.5,-85,4,1.13
87210,87361,1228,51.111008,17.041827,128.2,-70,4,1.6
87603,87788,1229,51.11116,17.041811,128.7,-86,4,2.18
88004,88121,1230,51.110994,17.041807,128.0,-73,4,0.9
88439,88610,1231,51.111085,17.041813,128.4,-81,4,1.36
88811,88937,1232,51.111148,17.041885,128.6,-83,4,0.86
89221,89409,1233,51.111229,17.041873,128.2,-86,4,1.08
89597,89776,1234,51.111137,17.041867,128.4,-106,4,2.07
89990,90086,1235,51.11115,17.04186,128.6,-77,4,0.94
90406,90622,1236,51.111151,17.041836,128.6,-90,4,2.0
90807,90919,1237,51.111212,17.041857,128.6,-93,4,1.05
91191,91384,1238,51.111192,17.041934,128.8,-80,4,2.01
91581,91743,1239,51.111152,17.041937,128.5,-73,4,1.55
91991,92283,1240,51.111246,17.041865,128.9,-95,4,2.03
92380,92508,1241,51.111178,17.04191,128.3,-73,4,1.01
92783,92904,1242,51.111131,17.041939,128.9,-89,4,1.87
93184,93322,1243,51.111142,17.041944,128.9,-76,4,1.75
93574,93698,1244,51.111221,17.041952,128.6,-77,4,1.56
94006,94198,1245,51.111247,17.041883,128.5,-83,4,1.93
94416,94489,1246,51.111299,17.041888,128.8,-81,4,1.71
94785,94876,1247,51.111294,17.042014,128.9,-85,4,2.03
95188,95279,1248,51.111276,17.042039,128.8,-79,4,1.33
95578,95782,1249,51.111332,17.041897,129.0,-79,4,1.63
95991,96268,1250,51.111292,17.041978,129.3,-89,3,5.57
96379,96513,1251,51.111237,17.042029,128.7,-92,3,4.83
96777,96907,1252,51.111236,17.041886,128.6,-73,4,1.48
97185,97328,1253,51.111385,17.041951,129.0,-80,4,2.15
97598,97820,1254,51.111218,17.042008,128.9,-75,4,1.46
97980,98076,1255,51.11133,17.041991,129.0,-87,4,1.15
98375,98529,1256,51.111499,17.04204,129.4,-88,4,1.29
98768,98974,1257,51.111382,17.042111,129.1,-90,3,5.33
99158,99329,1258,51.111358,17.042003,129.2,-83,4,2.14
99584,99735,1259,51.111294,17.042056,129.1,-80,4,2.13
99990,100198,1260,51.111468,17.042045,129.2,-86,4,1.78
100372,100419,1261,51.111458,17.042077,129.3,-69,4,1.51
100785,100968,1262,51.111441,17.042078,129.9,-87,4,1.06
101217,101324,1263,51.111416,17.042218,129.4,-80,4,0.97
101633,102597,1264,51.111453,17.042169,129.6,-89,4,0.88
102010,102181,1265,51.111427,17.042023,129.4,-87,4,0.82
102403,103560,1266,51.111395,17.042066,129.0,-82,3,5.99
102822,102954,1267,51.1115,17.04208,129.4,-88,4,1.93
103211,103415,1268,51.111459,17.042065,129.6,-81,3,5.19
103618,103884,1269,51.111497,17.042067,129.7,-78,4,2.2
104029,104265,1270,51.111473,17.042134,129.6,-73,4,2.13
104415,104684,1271,51.111511,17.042114,129.8,-90,4,1.72
104814,105002,1272,51.111497,17.042115,129.3,-80,4,1.45
105166,105310,1273,51.111501,17.042268,129.7,-82,4,1.01
105550,105623,1274,51.111516,17.042142,129.9,-96,3,5.75
105947,106073,1275,51.111672,17.042161,129.5,-91,4,1.02
106328,106427,1276,51.111573,17.042229,130.0,-78,4,1.36
106752,107085,1277,51.11167,17.042177,130.0,-92,4,2.12
107131,107261,1278,51.111549,17.042149,129.6,-82,4,1.28
107524,107671,1279,51.111543,17.042203,129.9,-98,4,1.01
107926,108100,1280,51.111513,17.042324,129.9,-82,4,1.62
108348,108490,1281,51.111656,17.042208,129.9,-98,4,1.64
108726,109001,1282,51.111539,17.042194,129.6,-86,4,1.07
109144,109253,1283,51.111683,17.042269,129.9,-85,4,1.08
109544,109695,1284,51.11155,17.042241,130.0,-81,4,2.19
109929,110033,1285,51.111653,17.042401,129.7,-84,4,1.14
110336,110418,1286,51.111538,17.042233,129.8,-91,3,4.85
110739,110848,1287,51.111603,17.042367,129.9,-91,4,1.46
111130,111267,1288,51.111635,17.042346,129.9,-94,4,1.41
111531,111648,1289,51.111612,17.042277,130.2,-80,4,1.21
111925,112031,1290,51.111642,17.042304,130.3,-80,4,1.88
112327,112406,1291,51.11165,17.042261,130.1,-76,4,2.03
112737,112872,1292,51.111706,17.042293,130.4,-86,3,4.86
113161,113237,1293,51.11157,17.042309,130.4,-95,4,0.93
113542,113731,1294,51.111654,17.042344,130.3,-84,4,0.99
113974,114118,1295,51.111753,17.042274,130.4,-81,4,1.91
114345,114423,1296,51.111726,17.042368,130.3,-91,4,1.41
114743,114866,1297,51.111769,17.042353,130.1,-90,4,0.98
115152,116104,1298,51.111751,17.042388,130.2,-78,4,1.28
115556,115715,1299,51.111667,17.042404,130.5,-81,3,4.74
115946,116185,1300,51.111762,17.042373,130.4,-72,4,1.99
116343,116409,1301,51.111741,17.042417,130.6,-68,4,1.7
116736,116882,1302,51.111857,17.042396,130.1,-94,3,5.29
117127,117258,1303,51.111792,17.042446,130.2,-85,4,1.02
117540,117723,1304,51.111785,17.042432,130.3,-81,3,5.64
117945,118746,1305,51.1118,17.042433,130.6,-79,4,0.91
118335,118438,1307,51.111798,17.042427,130.3,-73,4,1.86
118748,118871,1308,51.111804,17.042505,130.7,-76,4,1.36
119153,120155,1309,51.111776,17.042469,130.8,-72,4,1.28
119565,119780,1310,51.111823,17.04239,131.0,-81,4,1.51
119975,120116,1311,51.111851,17.042441,131.0,-87,4,1.79
120362,120661,1312,51.111864,17.042461,130.6,-66,4,1.6
120754,120890,1313,51.111865,17.04248,130.5,-80,3,5.71
121165,121270,1314,51.111901,17.042497,130.7,-83,3,5.88
121574,121650,1315,51.111888,17.042449,131.0,-90,3,4.16
121974,122042,1316,51.111871,17.042501,130.8,-80,4,1.78
122376,122450,1317,51.111789,17.042497,130.9,-73,4,1.07
122795,122950,1318,51.111796,17.042575,130.8,-86,4,0.87
123186,123357,1319,51.111848,17.042479,131.3,-83,3,6.35
123594,123668,1320,51.11187,17.042536,130.8,-80,4,2.12
123991,124191,1321,51.111944,17.04251,131.0,-78,4,1.82
124388,124503,1322,51.111742,17.042646,131.3,-84,3,5.68
124804,124952,1323,51.111836,17.042623,131.4,-85,4,1.18
125217,125483,1325,51.111885,17.042486,131.0,-86,4,1.56
125629,125829,1326,51.111851,17.042537,131.3,-90,4,2.19
126048,126173,1327,51.111868,17.042628,131.0,-88,4,2.0
126449,126547,1328,51.11189,17.042616,131.5,-88,4,1.23
126859,126918,1329,51.111874,17.042622,131.5,-94,4,1.22
127254,127359,1330,51.111889,17.042618,131.1,-74,4,1.48
127659,127787,1331,51.112002,17.042664,131.4,-79,4,1.37
128057,128151,1332,51.111972,17.042664,131.5,-80,4,1.32
128459,128591,1333,51.111985,17.042618,131.2,-71,4,1.68
128868,129012,1334,51.111952,17.042581,131.4,-76,4,0.82
129255,129382,1335,51.112011,17.042565,131.5,-88,4,1.87
129687,129794,1336,51.112009,17.042652,131.8,-72,4,1.84
130072,130221,1337,51.112003,17.042573,131.0,-74,4,1.96
130453,130620,1338,51.111946,17.042686,131.4,-90,4,1.98
130871,130961,1339,51.111963,17.042666,131.2,-74,4,1.59
131283,131993,1340,51.112044,17.042787,131.5,-85,4,1.89
131692,131826,1341,51.111972,17.042715,131.4,-74,4,1.49
132101,132242,1342,51.111939,17.042704,131.5,-84,4,2.13
132501,132686,1343,51.111983,17.042633,131.4,-86,4,1.07
132888,133041,1344,51.112094,17.042659,131.6,-85,3,4.2
133289,133493,1345,51.111995,17.042764,131.8,-89,4,1.16
133679,134275,1346,51.112044,17.042722,131.6,-93,4,0.94
134093,134202,1347,51.112003,17.042873,132.0,-101,4,1.41
134491,134652,1348,51.112078,17.04275,131.9,-90,3,4.19
134879,134967,1349,51.112072,17.042771,132.1,-60,4,1.12
135274,135420,1350,51.111977,17.042705,131.8,-78,4,1.58
135680,135818,1351,51.112071,17.042826,131.8,-67,4,1.93
136072,136200,1352,51.111979,17.042741,131.5,-84,4,1.16
136459,136591,1353,51.112041,17.042821,131.7,-85,3,4.75
136863,136928,1354,51.112074,17.042844,131.8,-68,4,1.28
137267,137379,1355,51.112173,17.042816,131.8,-78,4,1.54
137659,137804,1356,51.112102,17.042907,132.4,-89,3,6.15
138052,138201,1357,51.112053,17.042797,131.9,-76,4,1.29
138455,138547,1358,51.112081,17.04292,131.6,-71,4,2.19
138834,139066,1359,51.112149,17.042781,132.1,-93,4,1.59
139213,139312,1360,51.11207,17.042892,132.1,-78,4,1.95
139602,139808,1361,51.112168,17.042853,131.9,-92,4,1.82
139999,141037,1362,51.112093,17.042833,132.5,-72,3,5.92
140403,140511,1363,51.112079,17.042794,131.7,-80,4,1.04
140825,141109,1364,51.112105,17.042872,132.3,-76,4,1.11
141238,141324,1365,51.112054,17.042877,132.0,-83,4,1.48
141636,142329,1366,51.112032,17.04291,131.9,-96,4,1.99
142036,142244,1367,51.112142,17.042946,132.6,-85,4,1.08
142421,142528,1368,51.112148,17.042878,132.3,-74,4,2.16
142820,143064,1369,51.112169,17.043015,132.1,-66,4,0.98
143216,143342,1370,51.112157,17.042908,132.2,-79,3,5.68
143621,143778,1371,51.112283,17.042973,132.3,-87,4,1.03
144008,144163,1372,51.11218,17.042956,132.2,-77,4,1.62
144416,144548,1373,51.112108,17.04295,132.6,-75,4,2.08
144839,145032,1374,51.112126,17.04297,132.3,-80,4,1.16
145238,145430,1375,51.112187,17.04293,132.5,-81,4,1.57
145644,145713,1376,51.11217,17.042966,132.4,-80,4,1.05
146054,146289,1377,51.112135,17.042926,132.6,-81,4,1.68
146448,146519,1378,51.112199,17.042974,132.7,-79,4,0.97
146851,147062,1379,51.112204,17.042987,132.8,-67,4,1.49
147251,147470,1380,51.112291,17.043061,132.5,-98,3,4.58
147653,147743,1381,51.112171,17.04301,132.3,-83,4,1.61
148041,148159,1382,51.1122,17.043013,132.5,-89,4,1.0
148442,148531,1383,51.112306,17.043055,132.5,-72,4,1.03
148849,148977,1384,51.112247,17.043061,132.4,-83,4,1.74
149271,149394,1385,51.112189,17.043031,132.4,-77,4,1.93
149685,149876,1386,51.112205,17.043089,132.6,-70,3,4.82
150118,150354,1387,51.112184,17.043069,132.4,-90,4,1.94
150506,150750,1388,51.112254,17.043056,132.4,-86,4,2.16
150919,151030,1389,51.112306,17.04307,132.3,-71,4,1.37
151322,151450,1390,51.11234,17.04315,132.8,-90,4,1.26
151755,151826,1391,51.112189,17.043088,132.8,-85,4,0.84
152143,152244,1392,51.112312,17.043133,132.6,-94,4,1.43
152530,152735,1393,51.112281,17.043064,132.9,-71,4,1.71
152921,153188,1394,51.112264,17.043193,132.6,-86,4,1.94
153289,153374,1395,51.112261,17.043117,132.9,-79,3,6.05
153681,153791,1396,51.11219,17.043174,132.8,-76,4,1.52
154070,154208,1397,51.112322,17.04315,132.7,-88,4,1.73
154472,154628,1398,51.112229,17.043191,132.7,-97,4,1.57
154877,154978,1399,51.112262,17.043202,132.7,-83,3,3.76
155306,155471,1400,51.112325,17.043182,132.9,-83,4,1.91
155720,155835,1401,51.112217,17.043104,133.0,-82,4,1.04
156111,156250,1402,51.112246,17.043261,132.8,-82,4,2.07
156498,156672,1403,51.112378,17.043208,132.8,-85,3,4.57
156905,157045,1404,51.112327,17.043242,133.0,-86,4,1.31
157285,157402,1405,51.112292,17.043267,132.7,-79,4,1.33
157713,157846,1406,51.112336,17.043218,133.0,-88,4,1.84
158130,158978,1407,51.112367,17.043275,133.3,-82,4,1.44
158523,158643,1408,51.112394,17.043221,132.9,-86,3,5.71
158898,159024,1409,51.112286,17.043287,133.0,-79,4,2.09
159318,159583,1410,51.112295,17.043277,133.3,-73,4,1.4
159716,159891,1411,51.112381,17.043264,133.3,-72,4,1.08
160135,160259,1412,51.112386,17.043296,133.1,-71,3,4.64
160511,160696,1413,51.112291,17.04325,133.1,-84,4,1.11
160902,161024,1414,51.112313,17.043327,132.9,-84,4,1.09
161302,161525,1415,51.112357,17.043341,133.3,-92,4,1.56
161703,161865,1416,51.112372,17.043346,132.9,-84,4,1.35
162096,162230,1417,51.112377,17.043413,132.8,-84,4,1.6
162505,162672,1418,51.11231,17.043342,133.4,-86,4,2.2
162889,162963,1419,51.112385,17.043354,133.3,-86,4,2.0
163287,163376,1420,51.11235,17.043306,133.4,-95,3,4.73
163689,163775,1421,51.112332,17.043452,133.1,-92,4,0.87
164097,164245,1422,51.112394,17.043308,133.4,-81,4,1.65
164507,164786,1423,51.112392,17.043403,133.2,-81,4,1.68
164890,165231,1424,51.112442,17.04337,133.3,-78,4,2.03
165267,165447,1425,51.112363,17.043413,133.6,-84,4,1.68
165687,165858,1426,51.112421,17.043353,133.4,-81,4,1.12
166092,166691,1427,51.112335,17.043472,133.3,-71,4,1.46
166480,166592,1428,51.112404,17.043389,133.1,-82,3,4.05
166904,167006,1429,51.112444,17.043504,133.5,-87,4,2.09
167305,167414,1430,51.112452,17.043408,133.7,-91,4,1.13
167723,167853,1431,51.112456,17.043513,133.3,-75,3,4.37
168124,168239,1432,51.112473,17.043432,133.6,-95,4,1.02
168555,168618,1433,51.112414,17.043451,133.3,-88,4,1.5
168981,169169,1434,51.112465,17.043491,133.7,-78,4,0.93
169378,169469,1435,51.112537,17.043458,133.5,-97,4,2.12
169792,169946,1436,51.112424,17.043466,133.6,-86,4,1.69
170202,170522,1438,51.11252,17.043477,133.4,-80,4,2.0
170622,170718,1439,51.112498,17.043544,133.7,-85,4,2.2
171008,171058,1440,51.112445,17.043537,133.5,-89,4,1.06
171418,171542,1441,51.112453,17.043549,133.5,-86,3,4.74
171834,172051,1442,51.112471,17.04354,133.3,-75,4,2.04
172208,172514,1443,51.11251,17.043593,133.5,-67,3,3.54
172590,172675,1444,51.112493,17.043627,133.6,-80,4,1.7
172959,173129,1445,51.112452,17.043613,133.8,-97,4,1.37
173355,174345,1446,51.112376,17.043583,133.8,-77,4,1.74
173766,173900,1447,51.112517,17.043542,133.6,-85,4,1.35
